,id_left,text_left,id_right,text_right,,,label
1044,D-1045,"The clay particles are lighter or smaller and are therefore carried farther by the water, so the clay particles end up the greatest distance away from the mouth of the river.",LF_33b,Because it is so light.,,,0
1045,D-1046,"The clay particles are lighter or smaller and are therefore carried farther by the water, so the clay particles end up the greatest distance away from the mouth of the river.",LF_33b,Because when we did our stream table experiment the water and clay mixed and the water and the clay flowed together.,,,0
1046,D-1047,"The clay particles are lighter or smaller and are therefore carried farther by the water, so the clay particles end up the greatest distance away from the mouth of the river.",LF_33b,The clay is in the river because the clay mixes in with the water.,,,0
1047,D-1048,"The clay particles are lighter or smaller and are therefore carried farther by the water, so the clay particles end up the greatest distance away from the mouth of the river.",LF_33b,It is heavy so I thought it would drop off quick.,,,0
1048,D-1049,"The clay particles are lighter or smaller and are therefore carried farther by the water, so the clay particles end up the greatest distance away from the mouth of the river.",LF_33b,It is deposited the farthest because it is lighter than the other ones.,,,1
1049,D-1050,"The clay particles are lighter or smaller and are therefore carried farther by the water, so the clay particles end up the greatest distance away from the mouth of the river.",LF_33b,Because sand is heavier and since the sand is heavier it would go down from clay and there is a bigger amount of sand too.,,,0
1050,D-1051,"The clay particles are lighter or smaller and are therefore carried farther by the water, so the clay particles end up the greatest distance away from the mouth of the river.",LF_33b,Clay is where I indicated it because clay is the lightest material so it travels the farthest.,,,1
1051,D-1052,"The clay particles are lighter or smaller and are therefore carried farther by the water, so the clay particles end up the greatest distance away from the mouth of the river.",LF_33b,It was deposited because it begins to settle to the bottom because the channel is slowing its current.,,,0
1052,D-1053,"The clay particles are lighter or smaller and are therefore carried farther by the water, so the clay particles end up the greatest distance away from the mouth of the river.",LF_33b,The clay is deposited where I indicated because the river has brought the clay in the lake.,,,0
1053,D-1054,"The clay particles are lighter or smaller and are therefore carried farther by the water, so the clay particles end up the greatest distance away from the mouth of the river.",LF_33b,"It is deposited because the water, river is taking it away with it.",,,0
1054,D-1055,"The clay particles are lighter or smaller and are therefore carried farther by the water, so the clay particles end up the greatest distance away from the mouth of the river.",LF_33b,The clay goes the farthest because it has the least particles.,,,1
1055,D-1056,"The clay particles are lighter or smaller and are therefore carried farther by the water, so the clay particles end up the greatest distance away from the mouth of the river.",LF_33b,The clay is deposited where I indicated it because it is heaviest so it will not go as far.,,,0
1056,D-1057,"The clay particles are lighter or smaller and are therefore carried farther by the water, so the clay particles end up the greatest distance away from the mouth of the river.",LF_33b,The clay is lighter so it is carried farther.,,,1
1057,D-1058,"The clay particles are lighter or smaller and are therefore carried farther by the water, so the clay particles end up the greatest distance away from the mouth of the river.",LF_33b,The clay is there because it has lighter and smaller particles which makes it float to the top.,,,1
1058,D-1059,"The clay particles are lighter or smaller and are therefore carried farther by the water, so the clay particles end up the greatest distance away from the mouth of the river.",LF_33b,Because clay is the lightest.,,,0
1059,D-1060,"The clay particles are lighter or smaller and are therefore carried farther by the water, so the clay particles end up the greatest distance away from the mouth of the river.",LF_33b,The clay is deposited there because the clay is the lightest and everything else is heavier so it sinks.,,,1
1060,D-1061,"The clay particles are lighter or smaller and are therefore carried farther by the water, so the clay particles end up the greatest distance away from the mouth of the river.",LF_33b,It is deposited there because it is lighter than sand and pebbles.,,,1
1061,D-1062,"The clay particles are lighter or smaller and are therefore carried farther by the water, so the clay particles end up the greatest distance away from the mouth of the river.",LF_33b,Very near to the mouth of the river.,,,0
1062,D-1063,"The clay particles are lighter or smaller and are therefore carried farther by the water, so the clay particles end up the greatest distance away from the mouth of the river.",LF_33b,The clay is very light so it can be carried farther than the sand and pebbles.,,,1
1063,D-1064,"The clay particles are lighter or smaller and are therefore carried farther by the water, so the clay particles end up the greatest distance away from the mouth of the river.",LF_33b,"The clay is deposited there, because the clay has the least amount of mass so it will go farther.",,,1
1064,D-1065,"The clay particles are lighter or smaller and are therefore carried farther by the water, so the clay particles end up the greatest distance away from the mouth of the river.",LF_33b,The clay is deposited where I indicated because the clay has the lesser mass so it is can be carried the farthest.,,,0
1065,D-1066,"The clay particles are lighter or smaller and are therefore carried farther by the water, so the clay particles end up the greatest distance away from the mouth of the river.",LF_33b,It was deposited there because it has a lesser mass and therefore is carried farther than all of the other earth materials.,,,1
1066,D-1067,"The clay particles are lighter or smaller and are therefore carried farther by the water, so the clay particles end up the greatest distance away from the mouth of the river.",LF_33b,The clay is where I indicated it because it is the one that gets pushed out the farthest.,,,0
1067,D-1068,"The clay particles are lighter or smaller and are therefore carried farther by the water, so the clay particles end up the greatest distance away from the mouth of the river.",LF_33b,Clay is lighter than sand or pebbles so it would be easier for water to carry it farther.,,,1
1068,D-1069,"The clay particles are lighter or smaller and are therefore carried farther by the water, so the clay particles end up the greatest distance away from the mouth of the river.",LF_33b,The clay is deposited where I indicated because it is the lightest.,,,1
1069,D-1070,"The clay particles are lighter or smaller and are therefore carried farther by the water, so the clay particles end up the greatest distance away from the mouth of the river.",LF_33b,The clay deposit is farther because of its light weight.,,,0
1070,D-1071,"The clay particles are lighter or smaller and are therefore carried farther by the water, so the clay particles end up the greatest distance away from the mouth of the river.",LF_33b,The clay is indicated where I put it because clay is soft and lines are soft too.,,,0
1071,D-1072,Water will always flow downhill (mountain to valley).,LF_34b,The river dries as it gets to the mountains.,,,0
1072,D-1073,Water will always flow downhill (mountain to valley).,LF_34b,It flows that way because you cannot make a river flow uphill.,,,0
1073,D-1074,Water will always flow downhill (mountain to valley).,LF_34b,Because it starts between a valley and mountains and goes the opposite direction.,,,0
1074,D-1075,Water will always flow downhill (mountain to valley).,LF_34b,Because it flows down from the mountains.,,,0
1075,D-1076,Water will always flow downhill (mountain to valley).,LF_34b,I think the water flows that way because it is going from happy valley to the river.,,,0
1076,D-1077,Water will always flow downhill (mountain to valley).,LF_34b,Why is that the water flows down away from the mountain.,,,1
1077,D-1078,Water will always flow downhill (mountain to valley).,LF_34b,Because it is big at beginning then slowly gets smaller and branches out.,,,0
1078,D-1079,Water will always flow downhill (mountain to valley).,LF_34b,Because it goes happy valley then the river.,,,0
1079,D-1080,Water will always flow downhill (mountain to valley).,LF_34b,Because it does not go into the mountain.,,,0
1080,D-1081,Water will always flow downhill (mountain to valley).,LF_34b,The river flows from biggest to smallest. That is why.,,,0
1081,D-1082,Water will always flow downhill (mountain to valley).,LF_34b,Because rivers sometimes end in valleys.,,,0
1082,D-1083,Water will always flow downhill (mountain to valley).,LF_34b,The delta.,,,0
1083,D-1084,Water will always flow downhill (mountain to valley).,LF_34b,Because the water flow to the basin which is the rose mountains.,,,0
1084,D-1085,Water will always flow downhill (mountain to valley).,LF_34b,It flows in that direction because the water is going high land to low land.,,,1
1085,D-1086,Water will always flow downhill (mountain to valley).,LF_34b,"Maybe because the mountains are that way, or there are cracks and the water goes through.",,,0
1086,D-1087,Water will always flow downhill (mountain to valley).,LF_34b,Because the mountain is the highest peak and water flows downhill.,,,1
1087,D-1088,Water will always flow downhill (mountain to valley).,LF_34b,I think that because the water flows down from the mountain first.,,,1
1088,D-1089,Water will always flow downhill (mountain to valley).,LF_34b,Because there are little slots that take them that way.,,,0
1089,D-1090,Water will always flow downhill (mountain to valley).,LF_34b,I think it flows that way because rivers usually flow from valleys into mountains.,,,0
1090,D-1091,Water will always flow downhill (mountain to valley).,LF_34b,I think the water flows in that direction because the river is still trying to find the easiest route.,,,0
1091,D-1092,Water will always flow downhill (mountain to valley).,LF_34b,Because the earth's gravitational pull.,,,0
1092,D-1093,Water will always flow downhill (mountain to valley).,LF_34b,Because the river leads to an open delta.,,,0
1093,D-1094,Water will always flow downhill (mountain to valley).,LF_34b,It flows in that direction because the mountain usually carries the water down the side of the mountain.,,,0
1094,D-1095,Water will always flow downhill (mountain to valley).,LF_34b,I think the water flows in that direction because water cannot flow uphill.,,,0
1095,D-1096,Water will always flow downhill (mountain to valley).,LF_34b,Rivers usually flow through valley. It grow weaker at the mountain because it cannot go uphill.,,,0
1096,D-1097,Water will always flow downhill (mountain to valley).,LF_34b,There are other little streams at that end that was formed by water.,,,0
1097,D-1098,Water will always flow downhill (mountain to valley).,LF_34b,Rivers cannot flow up mountain and valleys cannot be on mountain so it is flowing towards happy valley.,,,1
1098,D-1099,Water will always flow downhill (mountain to valley).,LF_34b,"I think that way, because the water will flow down the mountain, not up it.",,,0
1099,D-1100,Water will always flow downhill (mountain to valley).,LF_34b,All the streams flow together forming one bigger river.,,,0
1100,D-1101,Water will always flow downhill (mountain to valley).,LF_34b,I think this because the stream is getting wider as it goes on.,,,0
1101,D-1102,Water will always flow downhill (mountain to valley).,LF_34b,Because that is downhill.,,,0
1102,D-1103,Water will always flow downhill (mountain to valley).,LF_34b,I think it flows there because the river eroded the valley and the water would be flowing down the valley.,,,0
1103,D-1104,Water will always flow downhill (mountain to valley).,LF_34b,The river gets the water from the mountain and takes it to happy valley.,,,0
1104,D-1105,Water will always flow downhill (mountain to valley).,LF_34b,I think the water flows in the direction because that is where the crack is.,,,0
1105,D-1106,Water will always flow downhill (mountain to valley).,LF_34b,I think flows in that direction because it starts small and it gets bigger.,,,0
1106,D-1107,Water will always flow downhill (mountain to valley).,LF_34b,I think the water flows in that direction because water cannot flow up a mountain.,,,0
1107,D-1108,During a flood there is more water in the creek and the water flows faster.,LF_18a,It depends on if it has a slope or no slope.,,,0
1108,D-1109,During a flood there is more water in the creek and the water flows faster.,LF_18a,A flood will make the creek overflow faster and will make more damage.,,,1
1109,D-1110,During a flood there is more water in the creek and the water flows faster.,LF_18a,It flows faster and carries lots of birdie.,,,0
1110,D-1111,During a flood there is more water in the creek and the water flows faster.,LF_18a,With normal water flow there is not as much water than a flood.,,,0
1111,D-1112,During a flood there is more water in the creek and the water flows faster.,LF_18a,The flood water rises and goes really fast picking up sand and dirt.,,,1
1112,D-1113,During a flood there is more water in the creek and the water flows faster.,LF_18a,Water flows with a lot more force normal water goes a lot less fast.,,,0
1113,D-1114,During a flood there is more water in the creek and the water flows faster.,LF_18a,They both create erosion.,,,0
1114,D-1115,During a flood there is more water in the creek and the water flows faster.,LF_18a,"During a flood the creek's volume will increase greatly, the water will run faster, and there will be mudslides, compared to normal water flow, which is constant and steady, and erodes less.",,,1
1115,D-1116,During a flood there is more water in the creek and the water flows faster.,LF_18a,"It will flow fast and crazy, but with a normal one it floods slow and calm.",,,0
1116,D-1117,During a flood there is more water in the creek and the water flows faster.,LF_18a,The water flow in a creek during a flood is different from normal water flow because the water during a flood would flow more rapidly than the normal flow.,,,0
1117,D-1118,During a flood there is more water in the creek and the water flows faster.,LF_18a,The difference between a flooded creek and a normal creek is water level and water pressure.,,,1
1118,D-1119,During a flood there is more water in the creek and the water flows faster.,LF_18a,"During a flood, the water flow is faster and heavier.",,,0
1119,D-1120,During a flood there is more water in the creek and the water flows faster.,LF_18a,The water goes faster and the water gets higher and it start to overflow.,,,1
1120,D-1121,During a flood there is more water in the creek and the water flows faster.,LF_18a,The water flows quickly during floods and also the water is high and normal water flows pretty calm and is not usually as high as water is during floods.,,,1
1121,D-1122,During a flood there is more water in the creek and the water flows faster.,LF_18a,The water in a chart is much higher during a flood and it goes faster.,,,1
1122,D-1123,During a flood there is more water in the creek and the water flows faster.,LF_18a,The water rises and starts getting wavy and out of hand.,,,1
1123,D-1124,During a flood there is more water in the creek and the water flows faster.,LF_18a,In a flood it would spread farther.,,,0
1124,D-1125,During a flood there is more water in the creek and the water flows faster.,LF_18a,In a flood the water flows faster than in normal water level.,,,1
1125,D-1126,During a flood there is more water in the creek and the water flows faster.,LF_18a,A creek usually flows slowly and floods usually flow quickly.,,,0
1126,D-1127,During a flood there is more water in the creek and the water flows faster.,LF_18a,It flows faster because of the water current pushing the other one.,,,0
1127,D-1128,During a flood there is more water in the creek and the water flows faster.,LF_18a,It will flow faster and might swerve off track.,,,0
1128,D-1129,During a flood there is more water in the creek and the water flows faster.,LF_18a,The writer in the flood goes faster and more water comes out at once.,,,1
1129,D-1130,During a flood there is more water in the creek and the water flows faster.,LF_18a,The water in the creek during a flood is more capped than a normal molten. During a flood the water runs through more quickly and picks up earth materials in deposition first and takes them further. Also erosion happen more quickly.,,,0
1130,D-1131,During a flood there is more water in the creek and the water flows faster.,LF_18a,The water would flow much faster and rise above the marshes. During a normal day the water would not be moving very fast and if would not be over the marshes.,,,1
1131,D-1132,During a flood there is more water in the creek and the water flows faster.,LF_18a,When there is a flood the water flow is much faster. It is also stronger.,,,0
1132,D-1133,During a flood there is more water in the creek and the water flows faster.,LF_18a,It flows faster.,,,0
1133,D-1134,During a flood there is more water in the creek and the water flows faster.,LF_18a,The water flows a lot faster during a flood compared to the speed flowing during a normal flow.,,,0
1134,D-1135,During a flood there is more water in the creek and the water flows faster.,LF_18a,It overflows in a creek and a lake on river.,,,0
1135,D-1136,During a flood there is more water in the creek and the water flows faster.,LF_18a,In a flood the water would be moving stronger and faster than usual.,,,0
1136,D-1137,During a flood there is more water in the creek and the water flows faster.,LF_18a,Flood water has a great velocity and force.,,,0
1137,D-1138,During a flood there is more water in the creek and the water flows faster.,LF_18a,The water overlaps the area around the creek during a flood.,,,0
1138,D-1139,During a flood there is more water in the creek and the water flows faster.,LF_18a,The water goes out of its channel. The water speeds up.,,,1
1139,D-1140,During a flood there is more water in the creek and the water flows faster.,LF_18a,The water in the creek during a flood will flow much harder and faster causing more and more erosion compared to water flow without creek.,,,0
1140,D-1141,During a flood there is more water in the creek and the water flows faster.,LF_18a,It is compared to different speed a flow patterns.,,,0
1141,D-1142,During a flood there is more water in the creek and the water flows faster.,LF_18a,The water flows in a faster range than normal because there is more water.,,,1
1142,D-1143,During a flood there is more water in the creek and the water flows faster.,LF_18a,The water flow in a creek during a flood compared to normal water flow is the same.,,,0
1143,D-1144,You can see how much time is taken for the earth materials to move.,LF_28a2,The minutes and seconds of when the events happened.,,,0
1144,D-1145,You can see how much time is taken for the earth materials to move.,LF_28a2,What time everything happened.,,,0
1145,D-1146,You can see how much time is taken for the earth materials to move.,LF_28a2,Whether it is slope or not.,,,0
1146,D-1147,You can see how much time is taken for the earth materials to move.,LF_28a2,That how much is the land that moved.,,,0
1147,D-1148,You can see how much time is taken for the earth materials to move.,LF_28a2,The information I got from the stream table but not from the stream tables are when earth materials slump and hole under the water source.,,,1
1148,D-1149,You can see how much time is taken for the earth materials to move.,LF_28a2,What the who form.,,,0
1149,D-1150,You can see how much time is taken for the earth materials to move.,LF_28a2,More info of the experiment.,,,0
1150,D-1151,You can see how much time is taken for the earth materials to move.,LF_28a2,When the event happens and time between them.,,,0
1151,D-1152,You can see how much time is taken for the earth materials to move.,LF_28a2,On the stream table logs show when each event happened on the map show where each events looks like.,,,0
1152,D-1153,You can see how much time is taken for the earth materials to move.,LF_28a2,You can get information and time of how fast where and how.,,,0
1153,D-1154,You can see how much time is taken for the earth materials to move.,LF_28a2,Clay sand pebbles.,,,0
1154,D-1155,You can see how much time is taken for the earth materials to move.,LF_28a2,What time something happened.,,,0
1155,D-1156,You can see how much time is taken for the earth materials to move.,LF_28a2,"In a log it tells how is the canyons, deltas, erosions are happening at times. And it shows what the important times are there.",,,1
1156,D-1157,You can see how much time is taken for the earth materials to move.,LF_28a2,On the stream table log I got the times of everything.,,,0
1157,D-1158,You can see how much time is taken for the earth materials to move.,LF_28a2,When important events happened.,,,0
1158,D-1159,You can see how much time is taken for the earth materials to move.,LF_28a2,You get from a stream table log is a log that tells main events in a certain time and not from a stream table map.,,,0
1159,D-1160,You can see how much time is taken for the earth materials to move.,LF_28a2,You get the time in which things happened.,,,0
1160,D-1161,You can see how much time is taken for the earth materials to move.,LF_28a2,You get what time an important event happened.,,,0
1161,D-1162,You can see how much time is taken for the earth materials to move.,LF_28a2,You can see when all the important happened.,,,0
1162,D-1163,You can see how much time is taken for the earth materials to move.,LF_28a2,You get a chart telling you what happened during the time periods.,,,0
1163,D-1164,You can see how much time is taken for the earth materials to move.,LF_28a2,You get to see how long it took.,,,0
1164,D-1165,You can see how much time is taken for the earth materials to move.,LF_28a2,They explain it in words instead of using pictures.,,,0
1165,D-1166,You can see how much time is taken for the earth materials to move.,LF_28a2,The time the erosion and deposition happens.,,,1
1166,D-1167,You can see how much time is taken for the earth materials to move.,LF_28a2,You can see what time the events occurred.,,,0
1167,D-1168,You can see how much time is taken for the earth materials to move.,LF_28a2,The information I get from the stream table logs that I do not get from the maps is how long it took for it to form.,,,0
1168,D-1169,You can see how much time is taken for the earth materials to move.,LF_28a2,Elapsed time.,,,0
1169,D-1170,You can see how much time is taken for the earth materials to move.,LF_28a2,The information that you get from stream table logs rather from stream table maps is a log showing you the events of how the slope started from beginning to end.,,,0
1170,D-1171,You can see how much time is taken for the earth materials to move.,LF_28a2,What you get from the logs are the times.,,,0
1171,D-1172,You can see how much time is taken for the earth materials to move.,LF_28a2,Stream table logs show time while maps do not.,,,0
1172,D-1173,You can see how much time is taken for the earth materials to move.,LF_28a2,The information you get is that you do not see the hole in the materials sand.,,,0
1173,D-1174,You can see how much time is taken for the earth materials to move.,LF_28a2,"You cannot see in the maps, the time where the things happen.",,,0
1174,D-1175,You can see how much time is taken for the earth materials to move.,LF_28a2,The time it happens.,,,0
1175,D-1176,You can see how much time is taken for the earth materials to move.,LF_28a2,The information that you do get is what happens and what form.,,,0
1176,D-1177,You can see how much time is taken for the earth materials to move.,LF_28a2,The information I did not get from the stream table logs that I did not get from the stream table maps was the events in order of time.,,,0
1177,D-1178,You can see how much time is taken for the earth materials to move.,LF_28a2,The information you get from a stream table log that you do not get on a stream table map are the keys that tells you what is what.,,,0
1178,D-1179,You can see how much time is taken for the earth materials to move.,LF_28a2,Is that the stream table log is much straight and more details.,,,0
1179,D-1180,She recommended the topographic map because the map shows the elevations along the trail. Pam would know where the trail was the steepest.,LF_26a2,It so it better to hike. A has more lines.,,,0
1180,D-1181,She recommended the topographic map because the map shows the elevations along the trail. Pam would know where the trail was the steepest.,LF_26a2,It is more descriptive.,,,0
1181,D-1182,She recommended the topographic map because the map shows the elevations along the trail. Pam would know where the trail was the steepest.,LF_26a2,So you know what part of the mountain is the easiest part to climb and it has more details.,,,0
1182,D-1183,She recommended the topographic map because the map shows the elevations along the trail. Pam would know where the trail was the steepest.,LF_26a2,Because it has more description.,,,0
1183,D-1184,She recommended the topographic map because the map shows the elevations along the trail. Pam would know where the trail was the steepest.,LF_26a2,Because it is easier to read! And there is more information on it.,,,0
1184,D-1185,She recommended the topographic map because the map shows the elevations along the trail. Pam would know where the trail was the steepest.,LF_26a2,Because it tell where you are going.,,,0
1185,D-1186,She recommended the topographic map because the map shows the elevations along the trail. Pam would know where the trail was the steepest.,LF_26a2,Because a topographic map shows you if a place is going to be steep it also shows you what other roads or rivers to take well in other words it gives you more detail.,,,0
1186,D-1187,She recommended the topographic map because the map shows the elevations along the trail. Pam would know where the trail was the steepest.,LF_26a2,To see a bird's eye view which is better view than looking from land.,,,0
1187,D-1188,She recommended the topographic map because the map shows the elevations along the trail. Pam would know where the trail was the steepest.,LF_26a2,Because it has more and more direction to go.,,,0
1188,D-1189,She recommended the topographic map because the map shows the elevations along the trail. Pam would know where the trail was the steepest.,LF_26a2,Because it need to walk a little be that is why I think she recommend to her.,,,0
1189,D-1190,She recommended the topographic map because the map shows the elevations along the trail. Pam would know where the trail was the steepest.,LF_26a2,Because it would tell you where it is more steep and the elevation and the other one will not.,,,1
1190,D-1191,She recommended the topographic map because the map shows the elevations along the trail. Pam would know where the trail was the steepest.,LF_26a2,So they can see which is steep or not and safe.,,,0
1191,D-1192,She recommended the topographic map because the map shows the elevations along the trail. Pam would know where the trail was the steepest.,LF_26a2,Because it is a faster distance from the bottom.,,,0
1192,D-1193,She recommended the topographic map because the map shows the elevations along the trail. Pam would know where the trail was the steepest.,LF_26a2,Because she walled know now the side where and how steep they are and elevation.,,,0
1193,D-1194,She recommended the topographic map because the map shows the elevations along the trail. Pam would know where the trail was the steepest.,LF_26a2,Because a topographic map shows the steeps places and where is the best or dangerous place to be and the lines tell you where you are going like if you going around in circles.,,,0
1194,D-1195,She recommended the topographic map because the map shows the elevations along the trail. Pam would know where the trail was the steepest.,LF_26a2,I would think A because it shows the lakes and rivers and more details of it is location. Plus it shows the symbols of what is there.,,,0
1195,D-1196,She recommended the topographic map because the map shows the elevations along the trail. Pam would know where the trail was the steepest.,LF_26a2,So you would see the steep sides like 5000.,,,0
1196,D-1197,She recommended the topographic map because the map shows the elevations along the trail. Pam would know where the trail was the steepest.,LF_26a2,Because it gives better directions and trails.,,,0
1197,D-1198,She recommended the topographic map because the map shows the elevations along the trail. Pam would know where the trail was the steepest.,LF_26a2,It has more details and they show other paths beside just her's.,,,0
1198,D-1199,She recommended the topographic map because the map shows the elevations along the trail. Pam would know where the trail was the steepest.,LF_26a2,Because both the maps show the shapes of the landforms but a topographic map shows elevation and steepness.,,,0
1199,D-1200,She recommended the topographic map because the map shows the elevations along the trail. Pam would know where the trail was the steepest.,LF_26a2,"Pam's friend recommend Map A because you could see the elevation, and see where things are.",,,1
1200,D-1201,She recommended the topographic map because the map shows the elevations along the trail. Pam would know where the trail was the steepest.,LF_26a2,Pam's friend recommended the topographic map because it shows the elevation of the mountain they are hiking.,,,0
1201,D-1202,She recommended the topographic map because the map shows the elevations along the trail. Pam would know where the trail was the steepest.,LF_26a2,It shows the contour lines so they will know how steep the trail is. Also they will recognize the shape of the land.,,,1
1202,D-1203,She recommended the topographic map because the map shows the elevations along the trail. Pam would know where the trail was the steepest.,LF_26a2,Pam's friend recommended to use a topographic map for the hike because in a topographic map you can see the profile of something which profile is a side view.,,,0
1203,D-1204,She recommended the topographic map because the map shows the elevations along the trail. Pam would know where the trail was the steepest.,LF_26a2,She would because it has more information.,,,0
1204,D-1205,She recommended the topographic map because the map shows the elevations along the trail. Pam would know where the trail was the steepest.,LF_26a2,"They recommended it so they could see the steep parts, they are route, elevation, and shape.",,,1
1205,D-1206,She recommended the topographic map because the map shows the elevations along the trail. Pam would know where the trail was the steepest.,LF_26a2,Because it shows more directions and ways and it shows more places and more rivers.,,,0
1206,D-1207,She recommended the topographic map because the map shows the elevations along the trail. Pam would know where the trail was the steepest.,LF_26a2,Because it is like bird's eye view and so if you look top to bottom you will see almost every detail.,,,0
1207,D-1208,She recommended the topographic map because the map shows the elevations along the trail. Pam would know where the trail was the steepest.,LF_26a2,She recommended it because it informs them how many feet it increases. Also it shows you more locations so they know if they cross someplace they have gone too far.,,,1
1208,D-1209,She recommended the topographic map because the map shows the elevations along the trail. Pam would know where the trail was the steepest.,LF_26a2,Pam's friend recommended using the topographic map because you can see which side of the mountain is the steepest. That way you know where the non steep side. Also it snows rivers.,,,1
1209,D-1210,She recommended the topographic map because the map shows the elevations along the trail. Pam would know where the trail was the steepest.,LF_26a2,Pam's friend recommend using the topographic map because it has more information.,,,0
1210,D-1211,She recommended the topographic map because the map shows the elevations along the trail. Pam would know where the trail was the steepest.,LF_26a2,Pam's friend recommend the topographic map so she can tell which side is steeper. It also shows the elevations for the height.,,,1
1211,D-1212,She recommended the topographic map because the map shows the elevations along the trail. Pam would know where the trail was the steepest.,LF_26a2,Because she will know the elevation and which side is steeper.,,,1
1212,D-1213,She recommended the topographic map because the map shows the elevations along the trail. Pam would know where the trail was the steepest.,LF_26a2,Because it shows where rivers and lakes are. And it shows mountains and elevation.,,,0
1213,D-1214,She recommended the topographic map because the map shows the elevations along the trail. Pam would know where the trail was the steepest.,LF_26a2,It tells you where things are.,,,0
1214,D-1215,She recommended the topographic map because the map shows the elevations along the trail. Pam would know where the trail was the steepest.,LF_26a2,To see the different landforms in front of them.,,,0
1215,D-1216,The contour lines are closest together at Q.,LF_26b2,As the contour lines get closer the mountain side gets steeper.,,,0
1216,D-1217,The contour lines are closest together at Q.,LF_26b2,The lines are close together.,,,0
1217,D-1218,The contour lines are closest together at Q.,LF_26b2,You can tell because it is at the top and it is 5000.,,,0
1218,D-1219,The contour lines are closest together at Q.,LF_26b2,Because the contour lines are closer than the others.,,,0
1219,D-1220,The contour lines are closest together at Q.,LF_26b2,I can tell because the contour lines closer.,,,0
1220,D-1221,The contour lines are closest together at Q.,LF_26b2,S because it is closer together.,,,0
1221,D-1222,The contour lines are closest together at Q.,LF_26b2,It is steeper because it is below sea level.,,,0
1222,D-1223,The contour lines are closest together at Q.,LF_26b2,Because it looks like it is going further down than the others.,,,0
1223,D-1224,The contour lines are closest together at Q.,LF_26b2,How do I know it is the steepest because the lines are closer.,,,1
1224,D-1225,The contour lines are closest together at Q.,LF_26b2,I know because Q is at the bottom of the map.,,,0
1225,D-1226,The contour lines are closest together at Q.,LF_26b2,Because the line is closer.,,,0
1226,D-1227,The contour lines are closest together at Q.,LF_26b2,Because it has a line in it and probably it is a valley or something.,,,0
1227,D-1228,The contour lines are closest together at Q.,LF_26b2,Because the contour lines are close to each other.,,,0
1228,D-1229,The contour lines are closest together at Q.,LF_26b2,Because you can see that her lines has the top and it is steeper.,,,0
1229,D-1230,The contour lines are closest together at Q.,LF_26b2,Because it is in the middle and it is steeper.,,,0
1230,D-1231,The contour lines are closest together at Q.,LF_26b2,Q is the steepest part of the map the line is close together.,,,1
1231,D-1232,The contour lines are closest together at Q.,LF_26b2,Because Q is moving like a snake and it is hard to go swirl like this.,,,0
1232,D-1233,The contour lines are closest together at Q.,LF_26b2,Q. Because the contour lines are closer together to make it steeper.,,,1
1233,D-1234,The contour lines are closest together at Q.,LF_26b2,Because it curves going up the mountain.,,,0
1234,D-1235,The contour lines are closest together at Q.,LF_26b2,Because the contour lines are closer together than the other R and S.,,,1
1235,D-1236,The contour lines are closest together at Q.,LF_26b2,Because the elevation increases and does not decrease.,,,0
1236,D-1237,The contour lines are closest together at Q.,LF_26b2,I know because the contour lines are closer together.,,,0
1237,D-1238,The contour lines are closest together at Q.,LF_26b2,Because the lines are closer together.,,,0
1238,D-1239,The contour lines are closest together at Q.,LF_26b2,The land lines are close.,,,0
1239,D-1240,The contour lines are closest together at Q.,LF_26b2,The lines are closer together.,,,0
1240,D-1241,The contour lines are closest together at Q.,LF_26b2,Because it is the straightest part.,,,0
1241,D-1242,The contour lines are closest together at Q.,LF_26b2,The contour lines are closer together.,,,1
1242,D-1243,The contour lines are closest together at Q.,LF_26b2,I know because the contour lines are closer together.,,,0
1243,D-1244,The contour lines are closest together at Q.,LF_26b2,I know it is the steepest part because the contour lines are closer together.,,,1
1244,D-1245,The contour lines are closest together at Q.,LF_26b2,The contour lines are close together.,,,0
1245,D-1246,The contour lines are closest together at Q.,LF_26b2,I know it is the steepest part of the trail because the lines are the closest together.,,,1
1246,D-1247,The contour lines are closest together at Q.,LF_26b2,Because the contour lines are closer.,,,0
1247,D-1248,The contour lines are closest together at Q.,LF_26b2,Q because the place it is located.,,,0
1248,D-1249,The contour lines are closest together at Q.,LF_26b2,Q is on the steepest part of the trail. I know this because the lines are closer together.,,,1
1249,D-1250,The contour lines are closest together at Q.,LF_26b2,The contour lines are close together.,,,0
1250,D-1251,The contour lines are closest together at Q.,LF_26b2,I know it is the steepest trail because the lines are close together.,,,1
1251,D-1252,Earth materials settle out during deposition.,LF_13a,Earth material get deposited and forms a delta.,,,1
1252,D-1253,Earth materials settle out during deposition.,LF_13a,It goes to a different place.,,,1
1253,D-1254,Earth materials settle out during deposition.,LF_13a,Earth material gets deposited to another place.,,,1
1254,D-1255,Earth materials settle out during deposition.,LF_13a,They go to a different place.,,,0
1255,D-1256,Earth materials settle out during deposition.,LF_13a,The materials like burst away.,,,0
1256,D-1257,Earth materials settle out during deposition.,LF_13a,The earth materials that were weathered away by the erosion flow farther in water or just move away from where they were.,,,0
1257,D-1258,Earth materials settle out during deposition.,LF_13a,During deposition earth materials are moved to different places.,,,0
1258,D-1259,Earth materials settle out during deposition.,LF_13a,The eroded earth materials during deposition get deposited to a different area.,,,1
1259,D-1260,Earth materials settle out during deposition.,LF_13a,The earth material gets worn away.,,,0
